Age,Cluster,District,Female_15_29,Female_30,Gendered_HH_Type,KFP_Comp_Feed,KFP_Comp_Feed_2,KFP_criticalhandwashing,KFP_Dietary_Diversity,KFP_Exclusive,KFP_Initiation,KFP_minmeal,Men_15_29,Men_30,Participate_CareGroup,Participate_CashTransfer,Participate_Disaster,Participate_FFB,Participate_GenderedClimate,Participate_IGA,Participate_Natural,Participate_PTS,Participate_ResilienceDesign,Participate_SAADialoguesGender,Participate_SuppFeeding,Participate_TVET,Participate_VillageSavings,Participate_WASH,Sex,Village,Ward,Frame1_3,Frame3,program,KFP_contbf,KFP_micronutrient,KFP_TimelyImmun,Participate_AgrLoan,Participate_CommSupp,Participate_DykeCon,Participate_Irrigation,Participate_Livestock,Participate_Marketing,Participate_Meg,Participate_Radio,Participate_TVET_formal,Participate_TVET_informal,Participate_WaterManage,Participate_YouthGroup,source_caregroup,source_cluster,source_healthfacil,source_interpersonal,source_other,source_promoter,source_radio,source_socialmedia,source_tfd,source_training,frame_c06,KFP_sum,interventions,frame
39,5,Buhera,1,2,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,0,1,0,0,0,0,1,1,Female,Dondoro,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
32,5,Buhera,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,0,1,0,0,0,0,1,1,Female,Chatikobo,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
54,5,Buhera,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,NA,0,0,0,0,0,0,0,1,Male,Maunze,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA
80,5,Buhera,3,2,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,Female,Mahembe,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
36,1,Buhera,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,Female,Mureverwi,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
49,5,Buhera,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,1,0,NA,0,0,0,0,1,0,1,0,Female,Mangwadza,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
30,6,Buhera,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,NA,0,0,0,0,1,0,0,0,Female,Chiurawa,21,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1
34,6,Buhera,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,Female,Chiurawa,21,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
43,6,Buhera,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,NA,0,0,0,0,0,0,1,0,Male,Pedzisai,21,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA
56,8,Buhera,1,1,Adult Male and Adult Female (M&F),1,0,1,0,1,1,0,0,2,0,0,0,1,0,NA,0,0,0,0,0,0,1,0,Female,Matyenyika,15,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA
29,8,Buhera,1,NA,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,NA,0,0,0,0,0,0,1,0,Female,Matyenyika,15,0,1,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1
42,5,Buhera,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,NA,0,0,0,0,1,0,1,0,Female,Chatikobo,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA
55,5,Buhera,NA,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,NA,0,0,0,0,0,0,1,0,Male,Chatikobo,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA
55,5,Buhera,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,Male,Matengarumvi,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
47,5,Buhera,2,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,NA,0,0,1,1,0,0,0,0,Female,Maunze,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
49,5,Buhera,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,Female,Mahembe,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
39,4,Mutare,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,Female,Garwi,5,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
32,4,Mutare,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,NA,0,0,0,0,0,0,1,0,Female,Garwi,5,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1
20,4,Mutare,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,Female,Garwi,5,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
44,4,Mutare,0,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,Female,Gopito,5,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
63,6,Zaka,0,2,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,0,0,1,0,0,0,0,1,Female,Mupedzanhunha,11,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
43,6,Zaka,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,NA,0,0,1,0,0,0,0,1,Male,Mupedzanhunha,11,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA
33,1,Mutare,0,2,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,NA,0,1,1,0,0,0,0,0,Female,Shiridzinomwa,14,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
40,1,Mutare,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,NA,0,1,0,0,1,0,0,0,Male,Manyengavana,14,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1
35,1,Mutare,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,0,1,0,0,1,0,0,0,Female,Manyengavana,14,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1
25,4,Mutare,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,0,0,1,0,1,0,0,1,Female,Gopito,5,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1
23,4,Mutare,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,0,0,1,0,1,0,0,1,Female,Gopito,5,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1
58,4,Mutare,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,NA,0,0,1,0,0,0,1,1,Female,Gopito,5,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA
48,4,Mutare,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,0,0,1,0,0,0,1,1,Female,Gopito,5,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA
45,E,Chivi,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,Male,Mutapwa,21,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
54,C,Chivi,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,Female,Chikandiwa,19,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
40,C,Chivi,0,1,Adult Male and Adult Female (M&F),0,0,0,0,1,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,1,0,1,0,Female,Chikandiwa,19,0,1,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
37,C,Chivi,1,1,Adult Male and Adult Female (M&F),0,0,1,0,1,1,1,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,Female,Chikandiwa,19,0,1,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1
64,5,Buhera,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,Female,Dondoro,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA
46,5,Buhera,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,Female,Chatikobo,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
44,5,Buhera,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,Male,Matengarumvi,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
70,5,Buhera,0,3,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,0,NA,1,0,0,1,0,0,0,0,Female,Matengarumvu,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA
37,5,Buhera,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,0,NA,0,0,0,1,0,0,1,1,Female,Maunze,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA
51,4,Buhera,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,1,0,NA,0,0,0,1,0,0,1,0,Female,Mudeswa,21,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
45,1,Mutare,1,1,Adult Male and Adult Female (M&F),1,1,0,1,1,0,1,1,1,0,0,0,1,0,NA,0,0,1,0,0,0,0,0,Female,Masvaure,25,0,1,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1
46,1,Mutare,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,NA,0,0,0,0,1,0,0,1,Female,Shiridzinomwa,14,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA
60,1,Mutare,0,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,1,Female,Shiridzinomwa,14,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA
18,4,Mutare,4,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,Female,Muchineuta,4,NA,NA,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
41,1,Mutare,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,1,Female,Shiridzinomwa,14,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA
27,1,Mutare,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,3,2,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,Female,Shiridzinonwa,14,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
38,1,Mutare,1,2,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,0,NA,0,0,1,1,1,0,0,1,Female,Shiridzinomwa,14,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,NA
38,1,Mutare,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,Female,Manyengavana,14,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1
52,1,Mutare,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,NA,0,0,1,0,0,0,0,1,Male,Shiridzinomwa,14,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
48,1,Mutare,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,NA,0,0,0,1,0,0,1,1,Female,Shiridzinomwa,14,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA
24,1,Mutare,1,0,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,Female,Masvaure,25,0,1,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1
39,1,Mutare,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,Female,Masvaure,25,0,1,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
24,1,Mutare,1,0,Adult Female no Adult Male (FnM),0,0,0,1,1,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,Female,Masvaure,25,0,1,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
39,1,Mutare,0,1,Adult Male and Adult Female (M&F),0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,Female,Masvaure,25,0,1,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
59,4,Mutare,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,1,0,NA,1,0,1,0,0,0,1,0,Female,Garwi,5,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA
49,4,Mutare,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,0,NA,0,1,0,0,0,0,1,0,Female,Garwi,5,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
18,4,Mutare,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,Female,Garwi,5,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
18,4,Mutare,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,Female,Garwi,5,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
35,5,Buhera,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,Female,Machimbidze,15,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
44,1,Buhera,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,Mangwadza,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
43,5,Buhera,0,2,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,Male,Machimbidza,15,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
74,5,Buhera,3,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,NA,0,0,0,1,0,0,1,0,Female,Matengarumvi,28,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
82,8,Buhera,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,1,0,Female,Matyenyika,15,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA
64,4,Mutare,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,1,1,Female,Garwi,5,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
48,4,Mutare,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,NA,0,0,1,0,1,0,1,1,Female,Garwi,5,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA
34,4,Mutare,0,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,1,1,Female,Garwi,5,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
20,4,Mutare,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,0,0,1,0,1,0,0,1,Female,Garwi,5,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1
75,4,Mutare,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,NA,0,0,1,0,0,0,1,1,Female,Garwi,5,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
32,4,Mutare,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,NA,0,0,0,0,1,0,0,1,Female,Garwi,5,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1
27,1,Mutare,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,NA,0,1,0,0,1,0,0,1,Female,Garwi,5,1,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1
42,4,Mutare,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,NA,0,1,0,1,0,0,1,1,Female,Garwi,5,0,0,TAKUNDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA
